id,Hectare,Date,Age,Primary Fur Color,Highlight Fur Color,Location,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail flags,Tail twitches,Approaches,Indifferent,Runs from,Other Interactions
915,03E,10062018,Juvenile,Gray,,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,True,
916,09A,10132018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
917,38E,10102018,Adult,Gray,Cinnamon,Ground Plane,,True,False,True,False,False,,False,False,False,True,False,False,False,True,me
918,11H,10102018,Adult,Gray,White,Above Ground,,False,False,True,False,False,,False,False,False,False,False,True,False,False,started climbing down to me
919,11H,10132018,Adult,Gray,"Cinnamon, White",Ground Plane,,False,False,False,False,False,nut in mouth,False,False,False,False,False,False,True,False,
920,30B,10072018,Adult,Gray,,Above Ground,,False,False,True,False,False,jumping b/w trees,False,False,False,False,False,False,False,False,
921,41B,10142018,Adult,Gray,Cinnamon,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,False,False,climbing
922,09H,10062018,Adult,Gray,White,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False,
923,10F,10192018,Adult,Gray,Cinnamon,Ground Plane,Arbor path & hill w/ bushes,True,False,False,True,True,,False,False,False,False,True,False,True,False,
924,32G,10102018,Adult,Gray,,Above Ground,,False,False,True,True,False,,False,False,False,False,True,False,False,True,
925,35D,10132018,Adult,Gray,White,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
926,04D,10082018,Adult,Cinnamon,"Gray, White",Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,False,True,ran two feet up tree trunk
927,25I,10072018,Adult,Gray,,Above Ground,playing very high in tree w/ #8,False,False,False,False,False,,False,False,False,False,False,False,False,False,
928,37A,10132018,Adult,Gray,White,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False,
929,17F,10072018,Juvenile,Cinnamon,Gray,Ground Plane,,True,False,False,True,False,,False,False,False,True,False,False,True,False,
930,10D,10082018,Adult,Gray,White,Ground Plane,,False,False,False,False,True,,True,False,False,False,True,False,False,True,
931,32B,10172018,Adult,Gray,Cinnamon,Above Ground,ran up a tree,True,False,False,False,True,,False,False,False,False,False,False,False,True,
932,06A,10122018,Adult,Cinnamon,White,Ground Plane,,False,False,True,False,True,,False,False,False,False,False,False,False,False,
933,13C,10192018,Adult,Gray,,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,True,
934,33B,10102018,Adult,Gray,,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
935,01E,10072018,Adult,Gray,,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False,
936,22C,10062018,Adult,Gray,,Above Ground,,False,False,True,False,False,,True,False,False,False,False,False,False,False,
937,24A,10072018,Adult,Gray,,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,True,False,
938,09G,10072018,Adult,Cinnamon,Gray,Ground Plane,,True,False,True,False,False,,False,False,False,False,False,False,True,False,
939,09H,10182018,Adult,Gray,"Cinnamon, White",Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
940,04D,10082018,Adult,Cinnamon,"Gray, White",Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False,
941,14E,10172018,Adult,Gray,White,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,False,True,
942,13D,10142018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,True,False,False,
943,14E,10082018,Adult,Gray,,Ground Plane,,True,True,False,False,True,,False,False,False,False,False,False,False,True,
944,40G,10072018,Adult,Gray,Cinnamon,Above Ground,large tree,False,False,True,True,False,,False,False,False,False,False,False,True,False,
945,08A,10132018,Juvenile,Gray,Cinnamon,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,True,
946,07E,10062018,Adult,Gray,,Ground Plane,under a tree,False,False,False,True,False,,False,False,False,False,False,False,False,False,
947,37H,10182018,Adult,Gray,,Ground Plane,Right behind fence of the conservatory,False,False,False,False,True,,False,False,False,False,False,False,True,False,
948,20F,10072018,Adult,Cinnamon,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,True,False,False,
949,01H,10122018,Adult,Gray,"Cinnamon, White",Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,False,
950,32G,10102018,Adult,Gray,,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
951,08H,10142018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
952,29B,10072018,Adult,Gray,,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,False,
953,17B,10122018,Adult,Gray,,Above Ground,climbed a fence,True,False,False,False,True,,False,False,False,False,False,False,False,True,
954,13E,10082018,Adult,Gray,White,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False,
955,36H,10082018,Adult,Gray,White,Above Ground,,True,False,True,False,True,,True,True,False,False,False,False,True,False,
956,19F,10072018,Juvenile,Cinnamon,,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,False,False,scared
957,36A,10132018,,Gray,,Ground Plane,"""FIELD""",True,False,False,False,False,running from #7,False,False,False,False,False,False,False,True,
958,37D,10142018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,True,
959,32F,10082018,Adult,Gray,White,Ground Plane,,True,True,False,False,True,,False,False,False,False,False,False,True,False,
960,32C,10142018,Adult,Gray,,Above Ground,,False,True,True,False,False,,False,False,False,False,False,False,False,False,
961,11B,10142018,,Gray,,Ground Plane,,False,False,False,False,True,jumping,False,False,False,False,False,False,False,False,
962,22H,10072018,Adult,Cinnamon,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,False,
963,02H,10062018,Adult,Gray,"Cinnamon, White",Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,True,False,
964,06H,10202018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,False,True,runs from (kids kicking the fence)
965,34A,10122018,Adult,Gray,,Ground Plane,,True,False,False,True,True,,False,False,False,False,False,False,False,True,
966,30B,10192018,Adult,Gray,"Cinnamon, White",Ground Plane,,True,False,True,True,True,,False,False,False,False,False,False,False,True,
967,19A,10132018,Adult,Gray,White,Ground Plane,,False,False,False,False,True,planting acorns,False,False,False,False,False,False,True,False,
968,33E,10142018,Adult,Gray,White,Above Ground,,False,False,False,False,False,sleeping,False,False,False,False,False,False,False,False,asleep
969,09I,10142018,Adult,Cinnamon,White,Ground Plane,,False,False,True,False,True,,False,False,False,False,False,False,True,False,
970,09I,10102018,Adult,Cinnamon,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,True,
971,07B,10082018,Adult,Gray,,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,True,False,
972,09H,10182018,Adult,Gray,,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,False,False,
973,01D,10072018,Adult,Cinnamon,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
974,10G,10062018,Adult,Gray,Cinnamon,Ground Plane,,True,False,False,False,True,,False,False,False,False,False,False,False,True,
975,13E,10172018,Adult,Gray,,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False,
976,04G,10072018,Adult,Gray,"Cinnamon, White",Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
977,01F,10102018,Adult,Gray,,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False,
978,36A,10132018,,Gray,,Ground Plane,THICK UNDERGROWTH,True,False,False,False,False,,False,False,False,False,True,False,False,True,
979,14D,10192018,Adult,Gray,,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,False,True,
980,15G,10192018,Adult,Gray,,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,False,False,stared
981,16F,10082018,Adult,Cinnamon,"Gray, White",Ground Plane,near fence,False,False,False,False,True,,False,False,False,False,True,True,False,False,
982,30B,10072018,Adult,Gray,,Above Ground,,True,False,False,False,False,,False,False,False,False,False,False,False,False,
983,17F,10202018,Adult,Gray,Cinnamon,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,False,True,
984,22B,10142018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,False,,False,False,False,False,True,False,True,False,
985,02C,10132018,Adult,Gray,White,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,False,False,
986,21F,10182018,Adult,Cinnamon,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,False,True,False,False,True,
987,02C,10102018,Adult,Gray,,Ground Plane,,False,False,False,False,False,stood still & watched me then jumped on a fence and ran away,False,False,False,False,False,False,True,True,
988,35C,10132018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False,
989,32B,10102018,Adult,Gray,,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
990,30B,10192018,Adult,Gray,Black,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,False,False,
991,19A,10132018,Adult,Gray,,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False,
992,08A,10132018,Juvenile,Gray,Cinnamon,Ground Plane,playground,True,False,False,False,False,,False,False,False,False,False,False,False,True,
993,11D,10102018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False,
994,18C,10182018,Juvenile,Gray,Cinnamon,Ground Plane,,True,False,False,False,True,,False,False,False,False,False,False,False,False,
995,16D,10072018,Adult,Gray,White,Above Ground,,False,False,True,True,False,,False,False,False,False,False,False,False,True,
996,03B,10102018,Adult,Cinnamon,"Gray, White",Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False,
997,33D,10172018,Adult,Gray,,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,True,True,False,
998,02A,10192018,Juvenile,Gray,White,Above Ground,in tree!,True,False,False,False,False,,False,False,False,False,False,False,True,False,
999,02A,10102018,Adult,Gray,,Ground Plane,,True,False,False,False,True,,False,False,False,False,True,False,False,False,
1000,01B,10122018,Adult,Cinnamon,White,Ground Plane,,False,False,False,True,False,fighting w/ pigeons,False,False,False,False,False,False,True,False,
1001,22C,10062018,Adult,Gray,,Ground Plane,,True,False,False,False,False,,False,True,False,False,False,False,False,False,
1002,16I,10082018,Juvenile,Cinnamon,Gray,Above Ground,tree hollow,False,False,False,False,False,in hollow,False,False,False,False,False,False,False,False,curious
1003,22C,10062018,Juvenile,Gray,,Ground Plane,,True,True,False,False,False,for food,False,True,False,False,False,False,False,False,
1004,38E,10142018,Adult,Gray,,Ground Plane,THICK UNDERGROWTH,False,False,False,False,True,,False,False,False,False,False,False,False,True,
1005,10H,10142018,Juvenile,Cinnamon,,Above Ground,,True,False,False,False,False,,False,False,False,False,False,False,False,False,
1006,22G,10182018,Adult,Gray,Cinnamon,Ground Plane,,False,True,False,False,False,,True,False,False,True,False,False,True,False,
1007,34H,10062018,,Gray,Cinnamon,Above Ground,Elm tree,False,False,False,False,False,,False,False,False,False,False,False,False,False,
1008,30B,10192018,Adult,Gray,"Black, Cinnamon, White",Ground Plane,,False,True,False,True,True,,False,False,False,False,True,False,False,True,
1009,13F,10072018,Adult,Gray,Cinnamon,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,True,False,
1010,12D,10132018,Adult,Gray,,Above Ground,Was on top of the edge of Bow Bridge,False,False,False,False,False,jumped off,False,False,False,True,False,False,False,True,
1011,02F,10062018,Adult,Gray,Cinnamon,Above Ground,in tree,False,False,True,False,False,,False,False,False,False,False,False,False,False,
1012,09H,10182018,Adult,Gray,,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False,
1013,08I,10132018,Adult,Gray,"Cinnamon, White",Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
1014,09E,10142018,Adult,Gray,Cinnamon,Ground Plane,Gathering/digging in grassy area b/w trees,False,False,False,False,True,looked like it was smelling/digging in the ground,False,False,False,False,True,False,True,False,indifferent (was in a grassy area with no humans nearby)
1015,08I,10062018,Adult,Gray,,Above Ground,tree,False,True,False,False,False,,False,False,False,False,False,False,True,False,
1016,32I,10132018,Adult,Cinnamon,Gray,Above Ground,In and below shrub,False,False,True,False,True,,False,False,False,True,False,False,True,False,
1017,13F,10082018,Adult,Gray,,Above Ground,tree,False,False,False,True,True,,False,False,False,False,False,False,True,False,
1018,10G,10062018,Adult,Gray,White,Ground Plane,,True,False,False,False,False,,False,False,False,True,False,False,False,True,
1019,08H,10172018,Adult,Gray,Cinnamon,Above Ground,,True,False,False,True,True,,False,False,False,False,False,False,True,False,
1020,15B,10142018,Juvenile,Gray,Cinnamon,Ground Plane,,True,False,False,True,True,running (from a dog),False,False,False,False,False,False,True,False,
